rewards,avg_rewards
0.0,-6.8
-2.0,-6.7
0.0,-6.4
-2.0,-6.1
-3.0,-6.3
-1.0,-6.1
-2.0,-6.1
-2.0,-6.1
-1.0,-6.2
0.0,-1.3
-2.0,-1.5
-3.0,-1.6
-3.0,-1.9
-3.0,-2.0
-2.0,-1.9
-2.0,-2.0
-3.0,-2.1
-3.0,-2.2
-1.0,-2.2
-2.0,-2.4
-3.0,-2.5
0.0,-2.2
-1.0,-2.0
-2.0,-1.9
-2.0,-1.9
-1.0,-1.8
-2.0,-1.7
-2.0,-1.6
-2.0,-1.7
0.0,-1.5
-2.0,-1.4
-3.0,-1.7
0.0,-1.6
-1.0,-1.5
-2.0,-1.5
-2.0,-1.6
-3.0,-1.7
-2.0,-1.7
-3.0,-1.8
-3.0,-2.1
-2.0,-2.1
-3.0,-2.1
-3.0,-2.4
-1.0,-2.4
0.0,-2.2
-2.0,-2.2
-2.0,-2.1
-2.0,-2.1
-2.0,-2.0
-1.0,-1.8
-2.0,-1.8
-3.0,-1.8
-2.0,-1.7
-50.0,-6.6
-2.0,-6.8
-50.0,-11.6
-50.0,-16.4
-2.0,-16.4
